customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST53866,67,Two year,103.06,6102.86,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,2,17.44,0,1,0
CUST53867,5,Month-to-month,81.33,415.59,DSL,Yes,Yes,No,Bank transfer (auto),Yes,0,Yes,No,Yes,No,0,9.15,1,0,1
CUST53868,5,One year,92.49,405.6,DSL,No,No,No,Mailed check,No,0,Yes,Yes,Yes,No,5,62.5,0,0,0
CUST53869,29,Month-to-month,45.97,1197.48,DSL,No,No,No,Electronic check,Yes,0,No,No,No,No phone service,1,2.51,0,0,1
CUST53870,72,One year,60.24,4364.98,Fiber optic,Yes,Yes,No,Credit card (auto),No,0,No,No,Yes,Yes,7,4.28,0,1,0
CUST53871,8,Month-to-month,115.7,882.45,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,No,Yes,No,11,0.0,0,0,0
CUST53872,72,Month-to-month,70.69,4332.09,Fiber optic,No,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,2,5.57,0,0,0
CUST53873,32,Month-to-month,114.78,3256.76,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,Yes,Yes,No,2,0.0,0,1,1
CUST53874,3,Month-to-month,81.47,223.9,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,0,17.81,0,1,1
CUST53875,3,Month-to-month,25.09,78.91,DSL,No,Yes,Yes,Mailed check,No,0,Yes,No,Yes,No,1,48.13,0,1,1
CUST53876,4,One year,55.18,206.3,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,No,Yes,Yes,3,22.93,0,0,0
CUST53877,7,Month-to-month,86.89,582.01,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,Yes,0,38.95,0,0,1
CUST53878,28,Month-to-month,103.01,2466.61,No,No internet service,No internet service,No internet service,Mailed check,Yes,1,Yes,No,Yes,Yes,2,0.0,1,2,1
CUST53879,8,Month-to-month,58.62,464.2,DSL,No,No,Yes,Credit card (auto),Yes,0,Yes,No,No,No phone service,6,27.81,0,0,1
CUST53880,21,Month-to-month,50.83,949.52,DSL,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,No phone service,2,22.29,1,1,1
CUST53881,65,One year,105.04,6264.75,DSL,No,No,Yes,Mailed check,Yes,0,No,No,Yes,Yes,2,3.88,0,1,0
CUST53882,14,Two year,79.19,999.86,DSL,No,No,No,Credit card (auto),No,0,No,No,Yes,Yes,2,59.69,1,1,0
CUST53883,29,Month-to-month,90.38,2296.93,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,Yes,2,48.41,2,1,1
CUST53884,15,Month-to-month,105.38,1345.38,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,Yes,No,1,0.0,0,0,0
CUST53885,68,Two year,56.41,3427.7,DSL,No,Yes,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,1,62.46,1,1,0
CUST53886,2,Month-to-month,26.08,52.18,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,No,No,Yes,No,4,88.04,0,1,0
CUST53887,20,One year,41.28,831.29,DSL,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,62.04,0,1,0
CUST53888,41,One year,39.97,1703.58,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,No,No,No phone service,2,50.39,1,0,0
CUST53889,22,Two year,24.29,552.95,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,Yes,No,3,0.0,1,1,0
CUST53890,62,Month-to-month,36.87,2382.56,DSL,No,No,No,Bank transfer (auto),No,0,No,No,Yes,No,2,12.22,0,0,1
CUST53891,5,Month-to-month,85.02,426.75,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,Yes,No,1,0.0,1,1,0
CUST53892,1,Month-to-month,91.01,85.05,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,Yes,Yes,No,1,0.0,0,5,1
CUST53893,1,Month-to-month,26.21,22.45,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,Yes,Yes,No,1,0.0,0,1,0
CUST53894,5,One year,113.97,495.59,DSL,No,Yes,No,Bank transfer (auto),Yes,1,No,No,No,No phone service,2,21.22,4,0,0
CUST53895,31,Two year,119.57,3551.87,Fiber optic,No,Yes,Yes,Bank transfer (auto),No,0,No,No,Yes,No,2,24.09,1,1,0
CUST53896,27,Month-to-month,74.47,1742.21,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,4,0.0,1,1,1
CUST53897,66,One year,89.76,5649.18,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,Yes,Yes,No,1,6.54,0,0,0
CUST53898,43,Month-to-month,47.12,2059.79,DSL,Yes,Yes,No,Electronic check,No,0,Yes,No,Yes,Yes,3,13.38,0,2,0
CUST53899,7,Two year,72.77,477.08,Fiber optic,No,Yes,No,Mailed check,No,0,No,Yes,Yes,No,1,49.89,0,1,0
CUST53900,1,One year,112.54,104.19,DSL,Yes,No,Yes,Bank transfer (auto),No,0,Yes,No,Yes,No,7,47.82,0,1,1
CUST53901,21,Two year,85.74,1567.2,DSL,Yes,No,No,Electronic check,No,0,Yes,No,No,No phone service,1,31.68,0,0,0
CUST53902,9,One year,74.28,574.48,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,2,46.69,0,0,1
CUST53903,72,Month-to-month,20.5,1357.71,DSL,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,Yes,1,31.25,1,1,0
CUST53904,3,Month-to-month,99.7,312.83,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,2,12.83,0,0,1
CUST53905,17,One year,76.52,1320.81,Fiber optic,Yes,No,No,Credit card (auto),No,0,Yes,No,Yes,Yes,1,32.91,0,0,0
CUST53906,15,Month-to-month,99.57,1494.74,DSL,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,4,4.65,1,0,1
CUST53907,13,One year,53.87,633.39,DSL,No,No,No,Mailed check,No,0,Yes,Yes,Yes,No,0,25.78,1,0,0
CUST53908,14,Two year,55.89,780.01,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,Yes,1,0.0,1,0,0
CUST53909,34,Month-to-month,73.9,2147.52,DSL,Yes,No,Yes,Mailed check,No,0,No,No,Yes,No,2,21.82,1,0,0
CUST53910,24,One year,114.21,2397.34,Fiber optic,Yes,No,Yes,Bank transfer (auto),No,1,No,Yes,Yes,No,3,16.36,0,0,0
CUST53911,26,Two year,100.34,2714.69,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,Yes,1,72.89,0,0,1
CUST53912,53,Month-to-month,38.45,1852.12,Fiber optic,Yes,Yes,No,Electronic check,No,1,Yes,No,Yes,Yes,2,6.68,0,1,1
CUST53913,34,One year,38.49,1274.64,Fiber optic,Yes,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,19.06,0,1,0
CUST53914,50,Month-to-month,116.72,5893.6,DSL,Yes,Yes,No,Bank transfer (auto),Yes,1,No,Yes,Yes,Yes,5,16.73,1,1,1
CUST53915,55,Month-to-month,107.25,5417.56,DSL,No,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,0,22.48,0,0,0
CUST53916,1,Month-to-month,49.44,42.28,Fiber optic,No,Yes,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,23.91,0,0,1
CUST53917,20,Two year,23.34,446.75,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,No,No,Yes,Yes,0,22.13,0,0,0
CUST53918,1,Month-to-month,100.89,90.37,DSL,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,No,1,25.03,0,0,1
CUST53919,28,One year,28.35,802.94,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,No,No,No,No phone service,1,27.95,1,0,0
CUST53920,21,Month-to-month,114.35,2105.85,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,Yes,0,0.0,0,0,0
CUST53921,72,One year,48.11,3458.57,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,No,No phone service,3,0.0,0,0,0
CUST53922,48,Month-to-month,94.12,4738.43,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,Yes,Yes,Yes,No,1,33.01,0,1,1
CUST53923,39,Month-to-month,35.17,1180.55,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,No,7,32.49,0,0,1
CUST53924,4,Two year,52.41,191.55,DSL,No,No,No,Mailed check,No,0,No,Yes,Yes,Yes,1,13.55,0,0,0
CUST53925,15,Month-to-month,53.82,812.52,DSL,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,2,59.25,0,0,0
CUST53926,5,Month-to-month,109.99,525.82,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST53927,2,One year,74.3,129.86,Fiber optic,No,Yes,No,Mailed check,No,0,No,No,Yes,Yes,1,31.22,1,0,0
CUST53928,12,Month-to-month,73.04,747.52,Fiber optic,No,No,Yes,Credit card (auto),No,0,No,No,Yes,Yes,1,17.51,1,0,1
CUST53929,26,Month-to-month,32.26,830.16,DSL,No,No,No,Credit card (auto),No,0,No,No,No,No phone service,2,19.38,0,0,1
CUST53930,9,One year,117.66,1077.32,DSL,No,No,No,Electronic check,No,0,No,Yes,Yes,Yes,4,11.19,0,1,0
CUST53931,35,Month-to-month,33.57,1098.69,DSL,No,Yes,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,0,13.4,0,0,0
CUST53932,16,Month-to-month,116.93,1705.18,Fiber optic,Yes,No,No,Electronic check,Yes,0,Yes,No,No,No phone service,1,28.23,0,0,0
CUST53933,3,Month-to-month,87.35,236.16,DSL,No,No,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,2,40.67,0,0,0
CUST53934,5,Two year,52.34,259.64,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,0,1.86,1,0,0
CUST53935,40,One year,22.27,871.64,Fiber optic,No,Yes,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,1,19.29,1,0,0
CUST53936,3,Month-to-month,107.77,319.44,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,No,No,Yes,No,3,0.0,0,0,1
CUST53937,10,Two year,23.43,220.21,DSL,No,No,Yes,Mailed check,No,0,Yes,Yes,Yes,Yes,2,15.48,0,0,0
CUST53938,7,Month-to-month,56.99,404.57,Fiber optic,Yes,Yes,No,Credit card (auto),No,1,Yes,No,Yes,No,2,27.58,1,1,0
CUST53939,7,Month-to-month,26.84,176.29,DSL,No,No,Yes,Bank transfer (auto),No,0,No,No,Yes,Yes,2,17.54,0,1,1
CUST53940,36,Month-to-month,113.96,3602.92,DSL,No,No,Yes,Electronic check,No,1,Yes,No,Yes,Yes,2,23.89,0,1,0
CUST53941,40,Two year,104.26,3692.34,DSL,No,Yes,No,Credit card (auto),No,1,Yes,Yes,Yes,No,2,13.74,1,1,0
CUST53942,1,One year,20.7,18.01,DSL,No,No,No,Credit card (auto),Yes,0,No,Yes,Yes,Yes,10,7.38,0,0,0
CUST53943,58,Two year,86.62,4710.71,DSL,No,Yes,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,10,69.88,0,1,0
CUST53944,8,Two year,108.25,834.52,Fiber optic,No,No,No,Credit card (auto),No,0,No,No,Yes,Yes,1,33.64,0,0,1
CUST53945,72,Month-to-month,55.93,3550.78,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,1,57.03,1,0,1
CUST53946,66,Month-to-month,94.07,5533.42,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,2,27.32,0,0,0
CUST53947,36,One year,62.41,2152.16,DSL,No,Yes,No,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,2,36.97,0,2,0
CUST53948,4,Two year,85.91,307.62,DSL,Yes,No,No,Mailed check,Yes,0,No,Yes,Yes,Yes,2,37.36,0,0,0
CUST53949,12,One year,58.3,616.19,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,No,2,0.0,1,0,0
CUST53950,17,One year,68.25,1029.2,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,No,No,Yes,Yes,2,12.04,0,0,0
CUST53951,72,Month-to-month,37.5,2599.19,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,2,0.0,0,0,0
CUST53952,72,Two year,21.04,1567.92,DSL,No,No,No,Credit card (auto),Yes,0,No,No,No,No phone service,0,50.17,0,1,0
CUST53953,3,Two year,93.3,237.99,DSL,No,No,No,Electronic check,Yes,0,No,Yes,Yes,No,1,19.03,1,1,1
CUST53954,8,Month-to-month,42.6,308.04,DSL,Yes,No,Yes,Mailed check,No,0,No,Yes,Yes,Yes,0,32.7,0,1,0
CUST53955,47,Month-to-month,29.3,1399.3,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,0,3.01,0,0,0
CUST53956,1,Month-to-month,88.79,80.4,DSL,No,No,No,Credit card (auto),No,0,No,No,Yes,No,0,27.59,0,0,0
CUST53957,43,Month-to-month,91.54,3553.52,Fiber optic,Yes,Yes,No,Bank transfer (auto),No,0,Yes,No,Yes,No,1,4.58,2,0,1
CUST53958,10,Two year,96.18,900.55,DSL,No,No,No,Credit card (auto),No,0,Yes,No,Yes,Yes,3,30.62,0,0,0
CUST53959,17,Month-to-month,71.75,1171.89,Fiber optic,No,No,Yes,Mailed check,Yes,1,No,Yes,Yes,Yes,3,34.23,0,0,1
CUST53960,2,Two year,50.65,92.5,Fiber optic,Yes,No,No,Mailed check,Yes,0,No,No,Yes,No,0,32.6,0,0,1
CUST53961,14,Month-to-month,114.83,1662.57,Fiber optic,No,Yes,Yes,Credit card (auto),No,0,Yes,No,Yes,Yes,4,37.95,0,1,1
CUST53962,20,Two year,108.72,2110.77,Fiber optic,Yes,No,Yes,Bank transfer (auto),Yes,1,No,Yes,Yes,No,0,19.01,0,1,0
CUST53963,5,Two year,72.16,320.11,DSL,Yes,Yes,Yes,Bank transfer (auto),No,0,Yes,No,Yes,No,0,36.03,0,0,0
CUST53964,17,One year,110.58,1645.95,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,0,21.71,0,2,1
CUST53965,33,Two year,23.91,689.44,Fiber optic,No,No,Yes,Credit card (auto),No,0,Yes,Yes,Yes,No,1,21.23,0,0,0
CUST53966,51,Month-to-month,23.75,1106.33,DSL,Yes,Yes,No,Credit card (auto),Yes,0,No,Yes,Yes,No,2,64.39,0,0,0
CUST53967,6,Two year,104.01,545.82,Fiber optic,No,No,No,Electronic check,No,0,Yes,Yes,Yes,No,2,46.38,0,0,1
CUST53968,10,Two year,23.07,227.05,DSL,No,No,No,Credit card (auto),No,0,Yes,Yes,Yes,Yes,2,3.7,0,0,0
CUST53969,72,Month-to-month,35.3,2393.66,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,5,20.23,1,0,0
CUST53970,12,Month-to-month,26.7,285.68,Fiber optic,No,No,No,Credit card (auto),No,0,Yes,Yes,Yes,No,4,25.97,0,0,0
CUST53971,14,One year,93.05,1108.68,DSL,Yes,No,No,Electronic check,No,0,Yes,No,Yes,Yes,0,33.44,1,0,1
CUST53972,4,Two year,102.99,355.5,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,0.0,0,1,0
CUST53973,9,Month-to-month,115.83,990.89,DSL,No,Yes,No,Electronic check,No,0,No,Yes,Yes,Yes,1,52.45,1,0,0
CUST53974,8,Month-to-month,64.0,457.35,DSL,No,Yes,Yes,Electronic check,Yes,0,No,No,No,No phone service,6,45.96,2,0,0
CUST53975,27,One year,113.38,2690.65,DSL,Yes,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,No,0,4.94,0,0,0
CUST53976,8,Month-to-month,34.36,266.39,DSL,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,3,21.09,0,0,0
CUST53977,39,Month-to-month,29.88,1178.85,Fiber optic,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,1,20.23,1,1,0
CUST53978,32,Month-to-month,29.65,898.16,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,No,No phone service,0,0.0,0,1,0
CUST53979,8,Month-to-month,54.47,374.59,DSL,No,No,Yes,Electronic check,Yes,0,No,Yes,Yes,Yes,11,48.23,0,0,1
CUST53980,44,One year,80.21,3391.6,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,Yes,Yes,No,1,38.26,1,1,0
CUST53981,65,Month-to-month,90.4,5189.71,DSL,No,Yes,No,Credit card (auto),No,0,Yes,Yes,Yes,Yes,3,13.37,0,1,0
CUST53982,18,Month-to-month,38.83,639.8,DSL,No,No,No,Mailed check,Yes,0,Yes,No,Yes,No,1,8.04,1,1,1
CUST53983,9,One year,27.76,253.81,DSL,Yes,No,No,Mailed check,No,0,Yes,No,No,No phone service,1,49.53,1,0,0
CUST53984,25,Two year,96.85,2386.2,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,No,4,42.22,0,1,0
CUST53985,3,Month-to-month,94.68,261.85,Fiber optic,Yes,No,Yes,Mailed check,No,0,Yes,No,Yes,Yes,8,25.25,0,0,1
CUST53986,1,Month-to-month,63.44,65.04,Fiber optic,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,1,24.5,0,0,1
CUST53987,33,Two year,35.65,1096.42,DSL,Yes,Yes,No,Mailed check,Yes,0,No,Yes,Yes,Yes,0,88.07,0,1,0
CUST53988,13,Month-to-month,43.85,504.07,No,No internet service,No internet service,No internet service,Electronic check,Yes,1,Yes,Yes,Yes,No,1,0.0,1,0,1
CUST53989,20,Two year,119.94,2445.47,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,No,7,0.0,0,0,1
CUST53990,72,Month-to-month,101.81,6776.86,DSL,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,Yes,2,22.32,0,0,0
CUST53991,12,Month-to-month,74.44,892.67,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,2,0.0,1,0,1
CUST53992,72,Month-to-month,54.86,4057.45,Fiber optic,Yes,Yes,No,Mailed check,No,0,No,Yes,Yes,No,3,27.16,1,0,0
CUST53993,8,Month-to-month,33.05,276.51,Fiber optic,No,No,Yes,Mailed check,No,0,No,Yes,Yes,No,0,21.02,1,0,1
CUST53994,16,One year,78.16,1207.42,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,0,23.09,0,0,0
CUST53995,2,Month-to-month,95.54,190.81,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,6,0.0,0,0,1
CUST53996,3,Month-to-month,91.21,246.58,Fiber optic,No,Yes,No,Electronic check,No,0,No,Yes,Yes,Yes,0,24.21,0,0,1
CUST53997,17,Month-to-month,52.17,868.76,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),No,0,Yes,No,Yes,No,1,29.46,0,1,0
CUST53998,16,One year,95.52,1453.6,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,4,78.9,0,0,0
CUST53999,1,Month-to-month,34.47,32.3,Fiber optic,No,No,No,Mailed check,Yes,0,No,No,Yes,No,0,51.96,0,0,0
CUST54000,48,Month-to-month,45.26,2230.69,DSL,No,No,No,Credit card (auto),Yes,0,No,No,Yes,Yes,4,39.82,0,0,1
CUST54001,23,Month-to-month,51.18,1165.62,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,No,No phone service,4,0.0,0,1,1
CUST54002,21,Two year,112.94,2368.08,DSL,No,No,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,2,41.38,0,0,1
CUST54003,61,Month-to-month,119.97,7361.81,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,Yes,0,13.12,0,0,0
CUST54004,20,Month-to-month,29.78,594.26,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,3,0.0,0,0,1
CUST54005,4,One year,95.91,368.41,Fiber optic,No,Yes,Yes,Mailed check,No,1,No,No,Yes,No,1,92.97,0,1,1
CUST54006,15,Two year,119.5,1822.17,DSL,No,No,Yes,Credit card (auto),Yes,0,Yes,No,Yes,Yes,4,12.49,0,0,1
CUST54007,21,Month-to-month,28.76,517.68,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,0,50.0,0,2,0
CUST54008,53,Month-to-month,72.66,3464.45,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST54009,51,Month-to-month,93.8,4595.46,DSL,Yes,Yes,No,Electronic check,Yes,0,No,Yes,Yes,Yes,5,45.8,0,0,1
CUST54010,16,Month-to-month,72.8,1186.91,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,No,0,16.03,0,0,0
CUST54011,5,Two year,109.06,538.84,DSL,No,Yes,No,Electronic check,No,0,Yes,No,Yes,Yes,3,29.56,0,1,0
CUST54012,72,Two year,59.6,3702.52,Fiber optic,Yes,No,Yes,Credit card (auto),Yes,0,No,No,Yes,Yes,2,34.91,0,0,0
CUST54013,7,Month-to-month,111.87,746.05,Fiber optic,No,No,No,Electronic check,No,1,Yes,Yes,No,No phone service,1,35.38,0,0,0
CUST54014,11,Month-to-month,101.28,1147.11,DSL,No,No,No,Bank transfer (auto),Yes,0,No,No,No,No phone service,2,31.58,1,0,1
CUST54015,10,Month-to-month,63.28,590.0,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,Yes,Yes,No,0,4.83,0,0,0
CUST54016,5,Month-to-month,42.68,198.81,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,Yes,1,18.52,0,2,0
CUST54017,7,Month-to-month,89.86,587.29,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,No,0,30.74,1,0,1
CUST54018,5,One year,44.35,202.17,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,Yes,Yes,No,3,0.0,0,0,0
CUST54019,34,Month-to-month,47.79,1667.69,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,No,Yes,Yes,0,0.0,0,0,1
CUST54020,56,Month-to-month,86.48,4686.75,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,1,33.14,1,1,0
CUST54021,1,One year,76.39,69.27,Fiber optic,Yes,No,No,Mailed check,No,0,Yes,Yes,Yes,No,1,38.64,1,0,0
CUST54022,1,Month-to-month,26.47,22.71,DSL,No,Yes,No,Credit card (auto),No,0,No,No,Yes,No,0,8.55,1,0,0
CUST54023,68,Month-to-month,88.49,6280.92,DSL,Yes,No,Yes,Bank transfer (auto),No,0,Yes,Yes,Yes,Yes,2,12.16,0,0,1
CUST54024,41,Month-to-month,53.3,2202.97,Fiber optic,No,No,No,Electronic check,Yes,0,No,Yes,Yes,No,3,13.99,0,1,1
CUST54025,3,One year,28.17,87.59,DSL,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,No,3,39.89,0,0,0
CUST54026,16,One year,77.07,1277.35,No,No internet service,No internet service,No internet service,Electronic check,Yes,1,No,Yes,Yes,Yes,3,0.0,0,0,0
CUST54027,8,One year,88.51,675.58,Fiber optic,Yes,No,Yes,Mailed check,No,1,No,Yes,Yes,Yes,4,82.28,1,1,1
CUST54028,4,One year,86.25,356.74,DSL,Yes,No,No,Bank transfer (auto),No,0,No,Yes,Yes,No,6,28.77,0,0,0
CUST54029,36,One year,50.41,1780.37,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,Yes,Yes,No,8,39.04,0,0,0
CUST54030,1,Two year,55.86,57.37,DSL,Yes,No,Yes,Credit card (auto),No,0,No,No,Yes,No,2,6.6,0,1,1
CUST54031,72,Two year,93.28,6896.1,DSL,No,No,No,Electronic check,Yes,0,No,Yes,Yes,Yes,1,10.69,0,1,0
CUST54032,8,One year,33.25,239.71,DSL,No,No,No,Credit card (auto),Yes,0,No,No,Yes,No,2,34.7,0,1,0
CUST54033,51,Two year,56.96,2894.2,DSL,Yes,No,No,Mailed check,No,1,No,Yes,Yes,Yes,2,29.51,0,0,0
CUST54034,4,Month-to-month,53.37,190.06,DSL,No,No,Yes,Electronic check,No,0,No,Yes,Yes,No,0,40.56,0,0,1
CUST54035,6,Two year,85.72,489.84,Fiber optic,Yes,Yes,No,Mailed check,Yes,0,No,Yes,Yes,No,2,48.7,0,1,1
CUST54036,24,Two year,46.88,1146.22,DSL,Yes,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,0,12.69,0,0,0
CUST54037,47,Month-to-month,33.93,1564.19,Fiber optic,No,No,Yes,Credit card (auto),Yes,1,No,Yes,Yes,Yes,2,59.4,0,0,1
CUST54038,61,Month-to-month,95.03,5898.79,Fiber optic,No,No,No,Bank transfer (auto),No,0,No,Yes,Yes,No,1,63.32,0,1,1
CUST54039,4,Month-to-month,98.16,376.67,No,No internet service,No internet service,No internet service,Mailed check,No,0,No,No,No,No phone service,2,0.0,0,0,1
CUST54040,51,Month-to-month,77.97,3787.35,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,3,0.0,0,1,0
CUST54041,18,One year,57.33,992.19,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,No,0,37.49,0,1,0
CUST54042,29,Month-to-month,57.09,1416.52,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,Yes,1,0.0,0,1,0
CUST54043,57,One year,52.98,2783.16,DSL,No,No,Yes,Electronic check,No,1,No,No,Yes,Yes,1,12.1,0,1,0
CUST54044,21,Two year,98.96,2140.3,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,Yes,6,0.0,1,1,0
CUST54045,12,Month-to-month,94.84,1182.89,DSL,No,No,Yes,Electronic check,No,1,No,Yes,Yes,No,0,30.19,0,2,0
CUST54046,34,One year,104.45,3561.2,DSL,No,No,No,Credit card (auto),Yes,1,Yes,No,No,No phone service,0,62.1,0,1,0
CUST54047,16,Month-to-month,65.67,1040.02,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,No,1,8.7,0,0,0
CUST54048,45,Month-to-month,88.27,3429.18,DSL,Yes,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,No,4,49.76,0,1,0
CUST54049,72,One year,71.62,4932.43,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,No,Yes,No,2,17.45,0,1,0
CUST54050,10,Month-to-month,84.24,870.6,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,No,No,No phone service,2,31.02,0,0,1
CUST54051,23,Two year,98.66,2302.89,DSL,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,2,33.45,0,0,0
CUST54052,20,One year,113.38,2259.37,DSL,Yes,Yes,Yes,Electronic check,Yes,0,Yes,No,Yes,Yes,1,23.32,0,0,0
CUST54053,1,Month-to-month,83.01,87.12,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,No,No,Yes,No,0,27.52,0,3,1
CUST54054,67,One year,81.36,4666.86,DSL,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,2,40.02,0,0,0
